caseid,panid,week,brand,decision,regpr,pcut,disp,feat
459,14307413,1032,1,0,7.769,0.142,0,0
459,14307413,1032,2,0,5.028,0,1,1
459,14307413,1032,3,1,7.803,0,1,1
459,14307413,1032,4,0,6.79,0,0,0
460,14307462,1023,1,0,7.769,0,1,1
460,14307462,1023,2,1,5.028,0,1,1
460,14307462,1023,3,0,7.803,0,0,0
460,14307462,1023,4,0,6.79,0,0,0
461,14307595,970,1,0,6.747,0.068,1,1
461,14307595,970,2,1,4.598,0,0,0
461,14307595,970,3,0,7.072,0,0,1
461,14307595,970,4,0,6.59,0,0,0
462,14307595,1038,1,0,7.647,0,1,1
462,14307595,1038,2,0,5.028,0,1,0
462,14307595,1038,3,1,7.803,0,0,0
462,14307595,1038,4,0,6.79,0,0,0
463,14307637,933,1,0,7.064,0,0,0
463,14307637,933,2,0,4.121,0,0,0
463,14307637,933,3,1,7.014,0,1,0
463,14307637,933,4,0,5.99,0,1,0
464,14307637,945,1,0,7.064,0,1,0
464,14307637,945,2,0,4.125,0,0,0
464,14307637,945,3,1,7.014,0,1,1
464,14307637,945,4,0,5.99,0,0,0
465,14307637,949,1,0,7.071,0.265,1,0
465,14307637,949,2,0,4.125,0,0,0
465,14307637,949,3,1,7.014,0,1,1
465,14307637,949,4,0,6.59,0,0,0
466,14307637,965,1,0,7.079,0.384,0,0
466,14307637,965,2,0,4.231,0.3,0,0
466,14307637,965,3,1,7.014,0,1,0
466,14307637,965,4,0,6.59,0,0,0
467,14309039,1014,1,0,7.2,0.425,1,1
467,14309039,1014,2,0,4.828,0,1,1
467,14309039,1014,3,1,7.803,0,0,0
467,14309039,1014,4,0,6.79,0,0,0
468,14403139,932,1,0,7.064,0,0,0
468,14403139,932,2,0,4.121,0.073,1,0
468,14403139,932,3,1,7.017,0.09,1,1
468,14403139,932,4,0,5.71,0,1,1
469,14403139,972,1,0,6.747,0.086,0,0
469,14403139,972,2,0,4.679,0,0,0
469,14403139,972,3,1,7.072,0,1,1
469,14403139,972,4,0,6.59,0,0,0
470,14403139,977,1,0,6.807,0,0,0
470,14403139,977,2,0,4.679,0,1,0
470,14403139,977,3,0,7.072,0,0,0
470,14403139,977,4,1,6.59,0,0,0
471,14403139,980,1,0,6.925,0.118,0,0
471,14403139,980,2,0,4.701,0,0,0
471,14403139,980,3,1,6.966,0,1,1
471,14403139,980,4,0,6.59,0,0,0
472,14403139,997,1,0,6.902,0.589,1,0
472,14403139,997,2,0,4.776,0,0,0
472,14403139,997,3,1,7.106,0.048,1,1
472,14403139,997,4,0,6.65,0,0,0
473,14403139,1006,1,0,7.195,0.19,0,0
473,14403139,1006,2,0,4.8,0.073,1,1
473,14403139,1006,3,1,7.106,0,0,0
473,14403139,1006,4,0,6.65,0,0,0
474,14403139,1017,1,0,7.2,0.532,1,0
474,14403139,1017,2,0,4.824,0.157,1,1
474,14403139,1017,3,1,7.803,0,0,0
474,14403139,1017,4,0,6.79,0,0,0
475,14403139,1035,1,0,7.647,0,1,1
475,14403139,1035,2,0,5.028,0,0,0
475,14403139,1035,3,1,7.803,0,0,0
475,14403139,1035,4,0,6.79,0,0,0
476,14411041,913,1,0,7.344,0.302,0,0
476,14411041,913,2,1,4.379,0.239,0,0
476,14411041,913,3,0,6.96,0.307,0,0
476,14411041,913,4,0,6.045,0,0,1
477,14411041,925,1,0,7.064,0,0,0
477,14411041,925,2,0,4.121,0,0,0
477,14411041,925,3,0,7.017,0,0,0
477,14411041,925,4,1,6.012,1.022,1,1
478,14421271,1002,1,0,7.024,1.199,1,1
478,14421271,1002,2,0,4.723,0,0,0
478,14421271,1002,3,1,7.058,0,0,0
478,14421271,1002,4,0,6.65,0,0,0
479,14421271,1005,1,0,7.198,1.217,0,0
479,14421271,1005,2,0,4.723,0,0,0
479,14421271,1005,3,1,7.058,0,1,1
479,14421271,1005,4,0,6.65,0,0,0
480,14421305,951,1,0,7.071,0.265,1,0
480,14421305,951,2,0,4.125,0,0,1
480,14421305,951,3,1,7.014,0,0,0
480,14421305,951,4,0,6.59,0,0,0
481,14421305,979,1,0,6.925,0.118,1,0
481,14421305,979,2,0,4.701,0,0,0
481,14421305,979,3,1,6.93,0,1,1
481,14421305,979,4,0,6.59,0,0,0
482,14421305,996,1,0,6.902,0.589,1,1
482,14421305,996,2,0,4.753,0,0,0
482,14421305,996,3,0,7.106,0.048,0,0
482,14421305,996,4,1,6.65,0,0,0
483,14421305,1013,1,0,7.44,0,0,0
483,14421305,1013,2,0,4.925,0.155,0,0
483,14421305,1013,3,1,7.803,0,0,0
483,14421305,1013,4,0,6.79,0,0,0
484,14487223,1001,1,0,7.095,0,0,0
484,14487223,1001,2,0,4.723,0,0,0
484,14487223,1001,3,1,7.058,0,1,1
484,14487223,1001,4,0,6.65,0,0,0
485,14487223,1006,1,0,7.195,0.19,0,0
485,14487223,1006,2,0,4.8,0.073,1,1
485,14487223,1006,3,1,7.106,0,0,0
485,14487223,1006,4,0,6.65,0,0,0
486,14487223,1015,1,0,7.2,0.532,1,0
486,14487223,1015,2,0,4.828,0,1,0
486,14487223,1015,3,1,7.803,0,0,0
486,14487223,1015,4,0,6.79,0,0,0
487,14487223,1017,1,0,7.2,0.532,1,0
487,14487223,1017,2,0,4.824,0.157,1,1
487,14487223,1017,3,1,7.803,0,0,0
487,14487223,1017,4,0,6.79,0,0,0
488,14487223,1036,1,0,7.647,0,1,0
488,14487223,1036,2,0,5.028,0,0,0
488,14487223,1036,3,1,7.803,0,1,1
488,14487223,1036,4,0,6.79,0,0,0
489,14811562,953,1,0,7.062,0.127,0,0
489,14811562,953,2,0,4.125,0,0,0
489,14811562,953,3,1,7.014,0,1,0
489,14811562,953,4,0,6.59,0,0,0
490,15101519,1001,1,0,7.095,0,0,0
490,15101519,1001,2,0,4.723,0,0,0
490,15101519,1001,3,1,7.058,0,1,1
490,15101519,1001,4,0,6.65,0,0,0
491,15101519,1037,1,0,7.647,0,0,0
491,15101519,1037,2,0,5.028,0,1,1
491,15101519,1037,3,1,7.803,0,1,0
491,15101519,1037,4,0,6.79,0,0,0
492,15104091,939,1,0,7.064,0,0,0
492,15104091,939,2,0,4.125,0,0,0
492,15104091,939,3,0,7.014,0,0,0
492,15104091,939,4,1,5.99,0,0,0
493,15104091,940,1,0,7.064,0,0,0
493,15104091,940,2,0,4.125,0,0,0
493,15104091,940,3,0,7.014,0,1,1
493,15104091,940,4,1,5.99,0,0,0
494,15104091,943,1,0,7.064,0,0,0
494,15104091,943,2,0,4.125,0,1,1
494,15104091,943,3,0,7.014,0,0,0
494,15104091,943,4,1,5.99,0,0,0
495,15104091,947,1,0,7.064,0,0,0
495,15104091,947,2,0,4.125,0,1,1
495,15104091,947,3,0,7.014,0,0,0
495,15104091,947,4,1,6.59,0,0,0
496,15104091,968,1,0,7.064,0,0,0
496,15104091,968,2,0,4.598,0.227,0,0
496,15104091,968,3,0,7.005,0.441,1,0
496,15104091,968,4,1,6.59,0,1,0
497,15104091,970,1,0,6.747,0.068,1,1
497,15104091,970,2,0,4.598,0,0,0
497,15104091,970,3,0,7.072,0,0,1
497,15104091,970,4,1,6.59,0,0,0
498,15104091,978,1,0,6.925,0.118,1,1
498,15104091,978,2,0,4.682,0,0,0
498,15104091,978,3,0,7.063,0,0,0
498,15104091,978,4,1,6.59,0,0,0
499,15104091,983,1,0,6.94,0.142,0,0
499,15104091,983,2,0,4.701,0,0,0
499,15104091,983,3,0,7.063,0,1,1
499,15104091,983,4,1,6.59,0,0,0
500,15104091,994,1,0,6.913,0,1,1
500,15104091,994,2,0,4.715,0,0,0
500,15104091,994,3,0,7.106,0.048,0,0
500,15104091,994,4,1,6.5,0,1,0
501,15104091,996,1,0,6.902,0.589,1,1
501,15104091,996,2,0,4.753,0,0,0
501,15104091,996,3,0,7.106,0.048,0,0
501,15104091,996,4,1,6.65,0,0,0
502,15104091,1001,1,0,7.095,0,0,0
502,15104091,1001,2,0,4.723,0,0,0
502,15104091,1001,3,0,7.058,0,1,1
502,15104091,1001,4,1,6.65,0,0,0
503,15104091,1005,1,0,7.198,1.217,0,0
503,15104091,1005,2,0,4.723,0,0,0
503,15104091,1005,3,0,7.058,0,1,1
503,15104091,1005,4,1,6.65,0,0,0
504,15104091,1006,1,0,7.195,0.19,0,0
504,15104091,1006,2,0,4.8,0.073,1,1
504,15104091,1006,3,0,7.106,0,0,0
504,15104091,1006,4,1,6.65,0,0,0
505,15104091,1012,1,0,7.44,0,1,1
505,15104091,1012,2,0,4.851,0.192,1,0
505,15104091,1012,3,0,7.763,0.119,0,0
505,15104091,1012,4,1,6.79,0,0,0
506,15104091,1018,1,0,7.6,0,1,1
506,15104091,1018,2,0,4.827,0.144,1,1
506,15104091,1018,3,0,7.803,0,0,0
506,15104091,1018,4,1,6.79,0,0,0
507,15104091,1023,1,0,7.769,0,1,1
507,15104091,1023,2,0,5.028,0,1,1
507,15104091,1023,3,0,7.803,0,0,0
507,15104091,1023,4,1,6.79,0,0,0
508,15104091,1026,1,0,7.769,0.122,0,0
508,15104091,1026,2,0,5.028,0,0,0
508,15104091,1026,3,0,7.803,0,0,0
508,15104091,1026,4,1,6.79,0,0,0
509,15104091,1030,1,0,7.769,0.171,1,0
509,15104091,1030,2,0,5.019,0.336,0,0
509,15104091,1030,3,0,7.803,0,0,1
509,15104091,1030,4,1,6.79,0,0,0
510,15104091,1040,1,0,7.647,0,0,0
510,15104091,1040,2,0,4.936,0,0,1
510,15104091,1040,3,0,7.803,0,0,0
510,15104091,1040,4,1,6.79,0,0,0
511,15109710,981,1,1,6.925,0.118,1,1
511,15109710,981,2,0,4.701,0,0,0
511,15109710,981,3,0,7.063,0,0,0
511,15109710,981,4,0,6.59,0,0,0
512,15109710,1023,1,1,7.769,0,1,1
512,15109710,1023,2,0,5.028,0,1,1
512,15109710,1023,3,0,7.803,0,0,0
512,15109710,1023,4,0,6.79,0,0,0
513,15109710,1029,1,1,7.769,0.122,1,1
513,15109710,1029,2,0,5.019,0.336,0,0
513,15109710,1029,3,0,7.803,0,0,0
513,15109710,1029,4,0,6.79,0,0,0
514,15110734,927,1,0,7.064,0,1,0
514,15110734,927,2,0,4.121,0,0,0
514,15110734,927,3,1,7,0.061,1,1
514,15110734,927,4,0,5.99,0,0,0
515,15110734,972,1,0,6.747,0.086,0,0
515,15110734,972,2,0,4.679,0,0,0
515,15110734,972,3,1,7.072,0,1,1
515,15110734,972,4,0,6.59,0,0,0
516,15137828,967,1,0,7.068,0.225,0,0
516,15137828,967,2,0,4.5,0.369,0,0
516,15137828,967,3,1,7.019,1.205,1,1
516,15137828,967,4,0,6.59,0,1,1
517,15137828,979,1,0,6.925,0.118,1,0
517,15137828,979,2,0,4.701,0,0,0
517,15137828,979,3,1,6.93,0,1,1
517,15137828,979,4,0,6.59,0,0,0
518,15137828,1017,1,0,7.2,0.532,1,0
518,15137828,1017,2,0,4.824,0.157,1,1
518,15137828,1017,3,1,7.803,0,0,0
518,15137828,1017,4,0,6.79,0,0,0
519,15138925,923,1,0,7.059,0,0,0
519,15138925,923,2,0,4.17,0,0,0
519,15138925,923,3,1,7.017,0,1,1
519,15138925,923,4,0,5.99,0,0,0
520,15138925,942,1,1,7.064,0,0,0
520,15138925,942,2,0,4.125,0,0,0
520,15138925,942,3,0,7.014,0,0,0
520,15138925,942,4,0,5.99,0,0,0
521,15138925,945,1,0,7.064,0,1,0
521,15138925,945,2,0,4.125,0,0,0
521,15138925,945,3,1,7.014,0,1,1
521,15138925,945,4,0,5.99,0,0,0
522,15138925,1036,1,0,7.647,0,1,0
522,15138925,1036,2,0,5.028,0,0,0
522,15138925,1036,3,1,7.803,0,1,1
522,15138925,1036,4,0,6.79,0,0,0
523,15139477,928,1,0,7.064,0,1,0
523,15139477,928,2,0,4.121,0,0,0
523,15139477,928,3,1,7.028,0.615,1,1
523,15139477,928,4,0,5.93,0,0,0
524,15139477,940,1,0,7.064,0,0,0
524,15139477,940,2,0,4.125,0,0,0
524,15139477,940,3,1,7.014,0,1,1
524,15139477,940,4,0,5.99,0,0,0
525,15139477,1005,1,0,7.198,1.217,0,0
525,15139477,1005,2,0,4.723,0,0,0
525,15139477,1005,3,1,7.058,0,1,1
525,15139477,1005,4,0,6.65,0,0,0
526,15148544,932,1,0,7.064,0,0,0
526,15148544,932,2,0,4.121,0.073,1,0
526,15148544,932,3,1,7.017,0.09,1,1
526,15148544,932,4,0,5.71,0,1,1
527,15148544,937,1,1,7.064,0,0,0
527,15148544,937,2,0,4.122,0,0,0
527,15148544,937,3,0,7.014,0,0,0
527,15148544,937,4,0,5.937,0,0,0
528,15148544,953,1,0,7.062,0.127,0,0
528,15148544,953,2,0,4.125,0,0,0
528,15148544,953,3,1,7.014,0,1,0
528,15148544,953,4,0,6.59,0,0,0
529,15148544,972,1,1,6.747,0.086,0,0
529,15148544,972,2,0,4.679,0,0,0
529,15148544,972,3,0,7.072,0,1,1
529,15148544,972,4,0,6.59,0,0,0
530,15157180,989,1,0,6.827,0,0,0
530,15157180,989,2,1,4.664,0,0,0
530,15157180,989,3,0,7.107,0,0,0
530,15157180,989,4,0,6.445,0.131,0,0
531,15157180,1000,1,0,6.913,0,0,0
531,15157180,1000,2,0,4.704,0,0,0
531,15157180,1000,3,1,7.058,0,0,0
531,15157180,1000,4,0,6.65,0,0,0
532,15157180,1011,1,0,7.219,0.206,0,0
532,15157180,1011,2,1,4.854,0.168,1,1
532,15157180,1011,3,0,7.783,0.391,0,0
532,15157180,1011,4,0,6.79,0,0,0
533,15157180,1034,1,1,7.647,0,0,0
533,15157180,1034,2,0,5.028,0,1,0
533,15157180,1034,3,0,7.803,0,0,0
533,15157180,1034,4,0,6.79,0,0,0
534,15187765,1016,1,0,7.2,0.425,1,0
534,15187765,1016,2,0,4.828,0,0,0
534,15187765,1016,3,1,7.803,0,1,1
534,15187765,1016,4,0,6.79,0,0,0
535,15187765,1031,1,0,7.769,0.142,0,0
535,15187765,1031,2,0,5.027,0.201,0,0
535,15187765,1031,3,1,7.803,0,1,1
535,15187765,1031,4,0,6.79,0,0,0
536,15196436,919,1,0,7.156,0.114,1,1
536,15196436,919,2,0,4.17,0,0,0
536,15196436,919,3,1,6.986,0,0,0
536,15196436,919,4,0,5.99,0,0,0
537,15196436,941,1,0,7.064,0,1,1
537,15196436,941,2,0,4.125,0,0,0
537,15196436,941,3,1,7.014,0,1,0
537,15196436,941,4,0,5.99,0,0,0
538,15198200,907,1,0,7.513,0,1,1
538,15198200,907,2,0,4.379,0.239,0,0
538,15198200,907,3,1,6.993,0.304,1,0
538,15198200,907,4,0,6.045,0,1,0
539,15198200,918,1,0,7.207,0.133,1,0
539,15198200,918,2,0,4.17,0,0,0
539,15198200,918,3,1,6.986,0,1,1
539,15198200,918,4,0,5.99,0,0,0
540,15198200,923,1,0,7.059,0,0,0
540,15198200,923,2,0,4.17,0,0,0
540,15198200,923,3,1,7.017,0,1,1
540,15198200,923,4,0,5.99,0,0,0
541,15198200,933,1,0,7.064,0,0,0
541,15198200,933,2,0,4.121,0,0,0
541,15198200,933,3,1,7.014,0,1,0
541,15198200,933,4,0,5.99,0,1,0
542,15198200,940,1,0,7.064,0,0,0
542,15198200,940,2,0,4.125,0,0,0
542,15198200,940,3,1,7.014,0,1,1
542,15198200,940,4,0,5.99,0,0,0
543,15198200,948,1,0,7.064,0.245,1,1
543,15198200,948,2,0,4.125,0,1,0
543,15198200,948,3,1,7.014,0,0,0
543,15198200,948,4,0,6.59,0,0,0
544,15198200,953,1,0,7.062,0.127,0,0
544,15198200,953,2,0,4.125,0,0,0
544,15198200,953,3,1,7.014,0,1,0
544,15198200,953,4,0,6.59,0,0,0
545,15198200,972,1,0,6.747,0.086,0,0
545,15198200,972,2,0,4.679,0,0,0
545,15198200,972,3,1,7.072,0,1,1
545,15198200,972,4,0,6.59,0,0,0
546,15198200,975,1,0,6.925,0.118,0,1
546,15198200,975,2,1,4.679,0,1,0
546,15198200,975,3,0,7.072,0,0,0
546,15198200,975,4,0,6.59,0,0,0
547,15198200,979,1,0,6.925,0.118,1,0
547,15198200,979,2,0,4.701,0,0,0
547,15198200,979,3,1,6.93,0,1,1
547,15198200,979,4,0,6.59,0,0,0
548,15198200,997,1,0,6.902,0.589,1,0
548,15198200,997,2,0,4.776,0,0,0
548,15198200,997,3,1,7.106,0.048,1,1
548,15198200,997,4,0,6.65,0,0,0
549,15198200,1005,1,0,7.198,1.217,0,0
549,15198200,1005,2,0,4.723,0,0,0
549,15198200,1005,3,1,7.058,0,1,1
549,15198200,1005,4,0,6.65,0,0,0
550,15198200,1011,1,0,7.219,0.206,0,0
550,15198200,1011,2,0,4.854,0.168,1,1
550,15198200,1011,3,1,7.783,0.391,0,0
550,15198200,1011,4,0,6.79,0,0,0
551,15198200,1015,1,0,7.2,0.532,1,0
551,15198200,1015,2,0,4.828,0,1,0
551,15198200,1015,3,1,7.803,0,0,0
551,15198200,1015,4,0,6.79,0,0,0
552,15204313,1040,1,0,7.647,0,0,0
552,15204313,1040,2,0,4.936,0,0,1
552,15204313,1040,3,0,7.803,0,0,0
552,15204313,1040,4,1,6.79,0,0,0
553,15204461,949,1,0,7.071,0.265,1,0
553,15204461,949,2,0,4.125,0,0,0
553,15204461,949,3,1,7.014,0,1,1
553,15204461,949,4,0,6.59,0,0,0
554,15204461,970,1,0,6.747,0.068,1,1
554,15204461,970,2,0,4.598,0,0,0
554,15204461,970,3,1,7.072,0,0,1
554,15204461,970,4,0,6.59,0,0,0
555,15204511,941,1,0,7.064,0,1,1
555,15204511,941,2,0,4.125,0,0,0
555,15204511,941,3,1,7.014,0,1,0
555,15204511,941,4,0,5.99,0,0,0
556,15204545,907,1,0,7.513,0,1,1
556,15204545,907,2,1,4.379,0.239,0,0
556,15204545,907,3,0,6.993,0.304,1,0
556,15204545,907,4,0,6.045,0,1,0
557,15204545,912,1,0,7.344,0.302,1,0
557,15204545,912,2,1,4.379,0.239,1,1
557,15204545,912,3,0,6.96,0.307,0,0
557,15204545,912,4,0,6.045,0,0,0
558,15204545,924,1,0,7.064,0,0,0
558,15204545,924,2,1,4.121,0,0,0
558,15204545,924,3,0,7.017,0,0,0
558,15204545,924,4,0,5.994,0.929,0,0
559,15204545,925,1,0,7.064,0,0,0
559,15204545,925,2,1,4.121,0,0,0
559,15204545,925,3,0,7.017,0,0,0
559,15204545,925,4,0,6.012,1.022,1,1
560,15204545,927,1,0,7.064,0,1,0
560,15204545,927,2,1,4.121,0,0,0
560,15204545,927,3,0,7,0.061,1,1
560,15204545,927,4,0,5.99,0,0,0
561,15204545,928,1,0,7.064,0,1,0
561,15204545,928,2,1,4.121,0,0,0
561,15204545,928,3,0,7.028,0.615,1,1
561,15204545,928,4,0,5.93,0,0,0
562,15204545,930,1,0,7.064,0,0,0
562,15204545,930,2,1,4.121,0,1,1
562,15204545,930,3,0,7.017,0,0,0
562,15204545,930,4,0,5.825,0,0,0
563,15204545,942,1,0,7.064,0,0,0
563,15204545,942,2,1,4.125,0,0,0
563,15204545,942,3,0,7.014,0,0,0
563,15204545,942,4,0,5.99,0,0,0
564,15204545,951,1,0,7.071,0.265,1,0
564,15204545,951,2,1,4.125,0,0,1
564,15204545,951,3,0,7.014,0,0,0
564,15204545,951,4,0,6.59,0,0,0
565,15204545,957,1,0,7.064,0,0,0
565,15204545,957,2,1,4.125,0,0,0
565,15204545,957,3,0,7.014,0,0,1
565,15204545,957,4,0,6.59,0,0,0
566,15204545,959,1,0,7.064,0,0,0
566,15204545,959,2,1,4.12,0.542,1,1
566,15204545,959,3,0,7.014,0,1,0
566,15204545,959,4,0,6.59,0,0,0
567,15204545,974,1,0,6.889,0,0,0
567,15204545,974,2,1,4.679,0,1,1
567,15204545,974,3,0,7.072,0,0,0
567,15204545,974,4,0,6.59,0,0,0
568,15204545,983,1,0,6.94,0.142,0,0
568,15204545,983,2,1,4.701,0,0,0
568,15204545,983,3,0,7.063,0,1,1
568,15204545,983,4,0,6.59,0,0,0
569,15204545,990,1,0,6.827,0,0,0
569,15204545,990,2,1,4.646,0,1,1
569,15204545,990,3,0,7.399,0,0,0
569,15204545,990,4,0,6.59,0,0,0
570,15204545,1009,1,0,7.279,0.684,1,1
570,15204545,1009,2,1,4.841,0.168,0,0
570,15204545,1009,3,0,7.789,0,0,0
570,15204545,1009,4,0,6.79,0,0,0
571,15204545,1016,1,0,7.2,0.425,1,0
571,15204545,1016,2,1,4.828,0,0,0
571,15204545,1016,3,0,7.803,0,1,1
571,15204545,1016,4,0,6.79,0,0,0
572,15204545,1027,1,0,7.769,0.122,0,0
572,15204545,1027,2,1,5.019,0.336,1,1
572,15204545,1027,3,0,7.803,0,0,0
572,15204545,1027,4,0,6.79,0,0,0
573,15204602,930,1,0,7.064,0,0,0
573,15204602,930,2,1,4.121,0,1,1
573,15204602,930,3,0,7.017,0,0,0
573,15204602,930,4,0,5.825,0,0,0
574,15204602,936,1,1,7.064,0,1,1
574,15204602,936,2,0,4.121,0,0,0
574,15204602,936,3,0,7.014,0,0,0
574,15204602,936,4,0,5.94,0,0,0
575,15204602,975,1,0,6.925,0.118,0,1
575,15204602,975,2,1,4.679,0,1,0
575,15204602,975,3,0,7.072,0,0,0
575,15204602,975,4,0,6.59,0,0,0
576,15205104,913,1,0,7.344,0.302,0,0
576,15205104,913,2,1,4.379,0.239,0,0
576,15205104,913,3,0,6.96,0.307,0,0
576,15205104,913,4,0,6.045,0,0,1
577,15205757,940,1,0,7.064,0,0,0
577,15205757,940,2,0,4.125,0,0,0
577,15205757,940,3,1,7.014,0,1,1
577,15205757,940,4,0,5.99,0,0,0
578,15205757,1001,1,0,7.095,0,0,0
578,15205757,1001,2,0,4.723,0,0,0
578,15205757,1001,3,1,7.058,0,1,1
578,15205757,1001,4,0,6.65,0,0,0
579,15206193,952,1,0,7.071,0.265,1,0
579,15206193,952,2,1,4.125,0,0,1
579,15206193,952,3,0,7.014,0,0,0
579,15206193,952,4,0,6.533,0,0,0
580,15206193,987,1,0,6.827,0,0,0
580,15206193,987,2,0,4.72,0,0,0
580,15206193,987,3,0,7.063,0,1,1
580,15206193,987,4,1,6.597,0.594,1,1
581,15206235,955,1,0,7.064,0,0,0
581,15206235,955,2,0,4.125,0,1,1
581,15206235,955,3,1,7.014,0,0,0
581,15206235,955,4,0,6.59,0,0,0
582,15206235,959,1,0,7.064,0,0,0
582,15206235,959,2,0,4.12,0.542,1,1
582,15206235,959,3,1,7.014,0,1,0
582,15206235,959,4,0,6.59,0,0,0
583,15206235,969,1,0,6.968,1.057,1,1
583,15206235,969,2,1,4.598,0.227,0,1
583,15206235,969,3,0,6.933,0,0,0
583,15206235,969,4,0,6.59,0,0,0
584,15206235,985,1,1,6.827,0,1,1
584,15206235,985,2,0,4.701,0,0,0
584,15206235,985,3,0,7.063,0,1,0
584,15206235,985,4,0,6.59,0,0,0
585,15206235,1011,1,0,7.219,0.206,0,0
585,15206235,1011,2,1,4.854,0.168,1,1
585,15206235,1011,3,0,7.783,0.391,0,0
585,15206235,1011,4,0,6.79,0,0,0
586,15206235,1019,1,0,7.64,0,1,0
586,15206235,1019,2,1,4.827,0.144,0,0
586,15206235,1019,3,0,7.803,0,0,0
586,15206235,1019,4,0,6.79,0,0,0
587,15206235,1035,1,0,7.647,0,1,1
587,15206235,1035,2,1,5.028,0,0,0
587,15206235,1035,3,0,7.803,0,0,0
587,15206235,1035,4,0,6.79,0,0,0
588,15206862,998,1,0,6.853,0.083,0,0
588,15206862,998,2,1,4.694,0,1,1
588,15206862,998,3,0,7.106,0.048,1,0
588,15206862,998,4,0,6.65,0,0,0
589,15206862,1010,1,0,7.216,0.932,0,0
589,15206862,1010,2,1,4.955,0.148,0,0
589,15206862,1010,3,0,7.783,0.391,1,1
589,15206862,1010,4,0,6.79,0,0,0
590,15206896,925,1,0,7.064,0,0,0
590,15206896,925,2,0,4.121,0,0,0
590,15206896,925,3,0,7.017,0,0,0
590,15206896,925,4,1,6.012,1.022,1,1
591,15206896,1016,1,0,7.2,0.425,1,0
591,15206896,1016,2,0,4.828,0,0,0
591,15206896,1016,3,1,7.803,0,1,1
591,15206896,1016,4,0,6.79,0,0,0
592,15207142,914,1,0,7.344,0.302,1,1
592,15207142,914,2,0,4.376,0.206,0,0
592,15207142,914,3,0,6.852,0.199,0,0
592,15207142,914,4,1,6.045,0,1,0
593,15207274,925,1,0,7.064,0,0,0
593,15207274,925,2,0,4.121,0,0,0
593,15207274,925,3,0,7.017,0,0,0
593,15207274,925,4,1,6.012,1.022,1,1
594,15207274,960,1,0,7.064,0,0,0
594,15207274,960,2,1,4.231,0.425,1,0
594,15207274,960,3,0,7.014,0,0,0
594,15207274,960,4,0,6.59,0,0,0
595,15207274,961,1,1,7.064,0.254,1,1
595,15207274,961,2,0,4.234,0,0,0
595,15207274,961,3,0,7.014,0,0,0
595,15207274,961,4,0,6.59,0,0,0
596,15207274,1004,1,1,7.198,0.811,0,0
596,15207274,1004,2,0,4.723,0,0,0
596,15207274,1004,3,0,7.058,0,0,0
596,15207274,1004,4,0,6.65,0,0,0
597,15207274,1009,1,0,7.279,0.684,1,1
597,15207274,1009,2,0,4.841,0.168,0,0
597,15207274,1009,3,1,7.789,0,0,0
597,15207274,1009,4,0,6.79,0,0,0
598,15207704,1029,1,1,7.769,0.122,1,1
598,15207704,1029,2,0,5.019,0.336,0,0
598,15207704,1029,3,0,7.803,0,0,0
598,15207704,1029,4,0,6.79,0,0,0
599,15207704,1035,1,1,7.647,0,1,1
599,15207704,1035,2,0,5.028,0,0,0
599,15207704,1035,3,0,7.803,0,0,0
599,15207704,1035,4,0,6.79,0,0,0
600,15207852,984,1,0,6.827,0,0,0
600,15207852,984,2,0,4.701,0,0,0
600,15207852,984,3,1,7.063,0,1,1
600,15207852,984,4,0,6.59,0,0,0
601,15207910,957,1,0,7.064,0,0,0
601,15207910,957,2,0,4.125,0,0,0
601,15207910,957,3,1,7.014,0,0,1
601,15207910,957,4,0,6.59,0,0,0
602,15207910,977,1,0,6.807,0,0,0
602,15207910,977,2,0,4.679,0,1,0
602,15207910,977,3,1,7.072,0,0,0
602,15207910,977,4,0,6.59,0,0,0
603,15207910,979,1,0,6.925,0.118,1,0
603,15207910,979,2,0,4.701,0,0,0
603,15207910,979,3,1,6.93,0,1,1
603,15207910,979,4,0,6.59,0,0,0
604,15207910,997,1,0,6.902,0.589,1,0
604,15207910,997,2,0,4.776,0,0,0
604,15207910,997,3,1,7.106,0.048,1,1
604,15207910,997,4,0,6.65,0,0,0
605,15207910,1018,1,1,7.6,0,1,1
605,15207910,1018,2,0,4.827,0.144,1,1
605,15207910,1018,3,0,7.803,0,0,0
605,15207910,1018,4,0,6.79,0,0,0
606,15208124,959,1,0,7.064,0,0,0
606,15208124,959,2,1,4.12,0.542,1,1
606,15208124,959,3,0,7.014,0,1,0
606,15208124,959,4,0,6.59,0,0,0
607,15208124,978,1,1,6.925,0.118,1,1
607,15208124,978,2,0,4.682,0,0,0
607,15208124,978,3,0,7.063,0,0,0
607,15208124,978,4,0,6.59,0,0,0
608,15208124,991,1,0,6.827,0,0,0
608,15208124,991,2,1,4.645,0,0,0
608,15208124,991,3,0,7.399,0,0,0
608,15208124,991,4,0,6.59,0,0,0
609,15208124,1016,1,0,7.2,0.425,1,0
609,15208124,1016,2,0,4.828,0,0,0
609,15208124,1016,3,1,7.803,0,1,1
609,15208124,1016,4,0,6.79,0,0,0
610,15208132,953,1,0,7.062,0.127,0,0
610,15208132,953,2,0,4.125,0,0,0
610,15208132,953,3,1,7.014,0,1,0
610,15208132,953,4,0,6.59,0,0,0
611,15208132,966,1,0,7.079,0.384,0,0
611,15208132,966,2,0,4.464,0.37,1,1
611,15208132,966,3,1,7.005,0.441,1,0
