RESPONDENT_ID,ad_id,brand,page_num,page_pos,brand_fix,pic_fix,brand_size,pic_size,recall_accu,RECALL_TIME
37,35,Lancome,127,1,5,14,16.98025,60.2206,1,2.8
38,1,Armani,2,0,0,2,17.06395,74.19695,0,1.52
38,2,LOreal,5,1,0,1,4.38185,52.58685,0,2.56
38,3,Astnor,6,0,3,6,6.85565,77.6116,0,0.24
38,4,MarieJo,11,1,2,5,2.914,71.3558,0,2.6
38,5,SiSi,13,1,0,0,4.09045,52.40085,1,3.44
38,6,ClearBlue,14,0,0,4,2.2537,77.60385,0,3.08
38,7,Lancaster,17,1,0,4,2.37925,88.0896,0,4.16
38,8,Barclay,18,0,0,1,4.9166,72.6268,0,4.28
38,9,Dior,21,1,2,2,17.236,64.2072,1,2.4
38,10,Citroen,22,0,0,10,1.9902,71.15895,0,3.16
38,11,Nivea,25,1,3,5,4.54925,61.79385,1,1.88
38,12,Davidoff,26,0,1,4,1.8321,78.3742,1,3.92
38,13,Dali,29,1,6,4,6.6774,68.4728,0,2.84
38,14,Kapper,31,1,0,0,3.63475,69.7221,0,0.16
38,15,Alfa,32,0,0,1,2.72335,61.6156,1,3.56
38,16,Legere,35,1,3,4,14.3065,53.30915,0,3.24
38,17,Spa,40,0,0,1,11.3088,77.6488,0,2.32
38,18,Stuyvesant,43,1,1,0,4.82205,51.2554,1,1.92
38,19,Margriet,48,0,0,2,1.8817,76.23675,1,0.28
38,20,Chantelle,55,1,5,3,25.1658,80.1195,1,4.24
38,21,Kodak,69,1,0,5,4.27645,64.76365,1,2.04
38,22,Gilette,71,1,3,15,1.9592,75.83065,0,3.84
38,23,Silan,75,1,5,3,9.19925,64.90315,0,2.08
38,24,Fancy,76,0,0,7,4.57715,32.82435,1,2.64
38,25,Cartoon,94,0,2,2,9.38525,75.57335,0,3.16
38,26,VanderBilt,96,0,4,4,16.2781,71.25505,0,2.28
38,27,Viva,98,0,0,0,3.0659,24.0219,1,3.6
38,28,Arden,99,1,0,9,9.3124,77.62865,0,3.6
