RESPONDENT_ID,ad_id,brand,page_num,page_pos,brand_fix,pic_fix,brand_size,pic_size,recall_accu,RECALL_TIME
38,29,Gauloises,107,1,2,3,5.9644,77.6674,0,3
38,30,Appelsientje,108,0,0,3,2.0987,75.08665,0,2.96
38,31,Conimex,113,1,0,3,4.5787,55.6357,1,2.56
38,32,Corona,114,0,0,3,1.81505,84.42385,0,3.88
38,33,Daihatsu,123,1,4,8,2.9915,65.11395,0,3
38,34,DelMonte,125,1,0,0,7.36715,77.63175,1,2.2
38,35,Lancome,127,1,1,5,16.98025,60.2206,1,2.32
39,1,Armani,2,0,0,1,17.06395,74.19695,0,3.4
39,2,LOreal,5,1,1,2,4.38185,52.58685,0,2.32
39,3,Astnor,6,0,1,5,6.85565,77.6116,1,3.92
39,4,MarieJo,11,1,2,1,2.914,71.3558,0,2.92
39,5,SiSi,13,1,2,2,4.09045,52.40085,0,1.92
39,6,ClearBlue,14,0,0,3,2.2537,77.60385,0,2.12
39,7,Lancaster,17,1,0,0,2.37925,88.0896,0,3.16
39,8,Barclay,18,0,0,1,4.9166,72.6268,0,2.32
39,9,Dior,21,1,3,6,17.236,64.2072,1,2.16
39,10,Citroen,22,0,0,8,1.9902,71.15895,0,3.6
39,11,Nivea,25,1,0,7,4.54925,61.79385,1,1.16
39,12,Davidoff,26,0,3,8,1.8321,78.3742,1,2.52
39,13,Dali,29,1,4,3,6.6774,68.4728,1,1.56
39,14,Kapper,31,1,0,1,3.63475,69.7221,0,2.32
39,15,Alfa,32,0,4,6,2.72335,61.6156,1,1.24
39,16,Legere,35,1,1,1,14.3065,53.30915,0,2.32
39,17,Spa,40,0,2,1,11.3088,77.6488,0,2.32
39,18,Stuyvesant,43,1,0,0,4.82205,51.2554,1,2.24
39,19,Margriet,48,0,1,3,1.8817,76.23675,0,3.2
39,20,Chantelle,55,1,2,4,25.1658,80.1195,1,2.92
39,21,Kodak,69,1,0,5,4.27645,64.76365,1,4.48
39,22,Gilette,71,1,2,9,1.9592,75.83065,1,2.36
39,23,Silan,75,1,1,4,9.19925,64.90315,1,1.96
39,24,Fancy,76,0,0,0,4.57715,32.82435,1,0.32
39,25,Cartoon,94,0,8,5,9.38525,75.57335,0,4.84
39,26,VanderBilt,96,0,3,7,16.2781,71.25505,0,3.2
39,27,Viva,98,0,2,3,3.0659,24.0219,0,3.2
39,28,Arden,99,1,2,2,9.3124,77.62865,1,3.24
39,29,Gauloises,107,1,3,2,5.9644,77.6674,0,2.32
39,30,Appelsientje,108,0,1,7,2.0987,75.08665,1,1.56
39,31,Conimex,113,1,0,6,4.5787,55.6357,1,3.16
39,32,Corona,114,0,2,16,1.81505,84.42385,0,3.48
39,33,Daihatsu,123,1,0,1,2.9915,65.11395,0,2.32
39,34,DelMonte,125,1,1,9,7.36715,77.63175,1,1.48
39,35,Lancome,127,1,2,8,16.98025,60.2206,1,3.44
40,1,Armani,2,0,0,0,17.06395,74.19695,0,2.76
40,2,LOreal,5,1,2,7,4.38185,52.58685,0,3.56
40,3,Astnor,6,0,3,7,6.85565,77.6116,0,1.84
40,4,MarieJo,11,1,0,0,2.914,71.3558,0,2.32
40,5,SiSi,13,1,0,0,4.09045,52.40085,0,2.4
40,6,ClearBlue,14,0,0,0,2.2537,77.60385,0,3.92
40,7,Lancaster,17,1,0,0,2.37925,88.0896,0,3.8
40,8,Barclay,18,0,0,1,4.9166,72.6268,0,4.4
40,9,Dior,21,1,1,4,17.236,64.2072,0,2.52
40,10,Citroen,22,0,0,0,1.9902,71.15895,0,2.52
40,11,Nivea,25,1,1,5,4.54925,61.79385,1,1.56
40,12,Davidoff,26,0,0,0,1.8321,78.3742,0,4.72
40,13,Dali,29,1,0,5,6.6774,68.4728,0,1.88
40,14,Kapper,31,1,0,0,3.63475,69.7221,0,2.72
40,15,Alfa,32,0,2,6,2.72335,61.6156,1,1.88
40,16,Legere,35,1,0,3,14.3065,53.30915,0,4.08
40,17,Spa,40,0,0,0,11.3088,77.6488,1,3.52
40,18,Stuyvesant,43,1,0,0,4.82205,51.2554,1,3.68
40,19,Margriet,48,0,0,1,1.8817,76.23675,1,1.72
40,20,Chantelle,55,1,3,2,25.1658,80.1195,1,2.64
40,21,Kodak,69,1,0,4,4.27645,64.76365,0,3.4
40,22,Gilette,71,1,0,7,1.9592,75.83065,0,0.28
40,23,Silan,75,1,0,1,9.19925,64.90315,0,4.04
40,24,Fancy,76,0,0,1,4.57715,32.82435,0,4.76
40,25,Cartoon,94,0,2,1,9.38525,75.57335,0,3.64
40,26,VanderBilt,96,0,0,1,16.2781,71.25505,0,4.12
40,27,Viva,98,0,1,0,3.0659,24.0219,1,1.48
40,28,Arden,99,1,0,4,9.3124,77.62865,0,2.08
40,29,Gauloises,107,1,3,2,5.9644,77.6674,0,3.44
40,30,Appelsientje,108,0,0,1,2.0987,75.08665,1,1.64
40,31,Conimex,113,1,0,0,4.5787,55.6357,0,2.04
40,32,Corona,114,0,0,2,1.81505,84.42385,0,3.88
40,33,Daihatsu,123,1,0,12,2.9915,65.11395,1,1.44
40,34,DelMonte,125,1,0,0,7.36715,77.63175,1,1.56
40,35,Lancome,127,1,0,0,16.98025,60.2206,0,2.32
41,1,Armani,2,0,1,3,17.06395,74.19695,0,3.32
41,2,LOreal,5,1,0,2,4.38185,52.58685,1,3
41,3,Astnor,6,0,0,2,6.85565,77.6116,1,1.68
41,4,MarieJo,11,1,0,0,2.914,71.3558,0,3.2
41,5,SiSi,13,1,0,1,4.09045,52.40085,1,1.44
41,6,ClearBlue,14,0,0,5,2.2537,77.60385,0,3.16
41,7,Lancaster,17,1,1,5,2.37925,88.0896,1,3.44
41,8,Barclay,18,0,0,0,4.9166,72.6268,0,2.08
41,9,Dior,21,1,5,2,17.236,64.2072,1,2.24
41,10,Citroen,22,0,0,1,1.9902,71.15895,1,3.2
41,11,Nivea,25,1,1,5,4.54925,61.79385,1,1.16
41,12,Davidoff,26,0,0,0,1.8321,78.3742,0,4.2
41,13,Dali,29,1,5,9,6.6774,68.4728,1,2.2
41,14,Kapper,31,1,3,14,3.63475,69.7221,0,4.84
41,15,Alfa,32,0,1,1,2.72335,61.6156,1,1.6
41,16,Legere,35,1,4,4,14.3065,53.30915,1,3.16
41,17,Spa,40,0,0,0,11.3088,77.6488,1,2.36
41,18,Stuyvesant,43,1,0,5,4.82205,51.2554,1,2
41,19,Margriet,48,0,0,6,1.8817,76.23675,0,0.08
41,20,Chantelle,55,1,10,2,25.1658,80.1195,1,1.64
41,21,Kodak,69,1,2,0,4.27645,64.76365,0,1.64
41,22,Gilette,71,1,4,5,1.9592,75.83065,1,2.12
41,23,Silan,75,1,5,11,9.19925,64.90315,1,2.32
41,24,Fancy,76,0,1,3,4.57715,32.82435,1,3.16
41,25,Cartoon,94,0,0,2,9.38525,75.57335,0,3.28
41,26,VanderBilt,96,0,2,8,16.2781,71.25505,1,1.76
41,27,Viva,98,0,0,1,3.0659,24.0219,1,2.04
41,28,Arden,99,1,8,9,9.3124,77.62865,1,2.6
41,29,Gauloises,107,1,0,3,5.9644,77.6674,0,3.12
41,30,Appelsientje,108,0,0,7,2.0987,75.08665,1,1.24
41,31,Conimex,113,1,0,2,4.5787,55.6357,0,2.32
41,32,Corona,114,0,1,5,1.81505,84.42385,1,1.44
41,33,Daihatsu,123,1,0,0,2.9915,65.11395,1,1.36
41,34,DelMonte,125,1,0,5,7.36715,77.63175,1,2.04
41,35,Lancome,127,1,1,7,16.98025,60.2206,1,1.84
42,1,Armani,2,0,4,2,17.06395,74.19695,0,2.44
42,2,LOreal,5,1,5,8,4.38185,52.58685,0,1.64
42,3,Astnor,6,0,2,7,6.85565,77.6116,1,3.2
42,4,MarieJo,11,1,3,3,2.914,71.3558,0,1.72
42,5,SiSi,13,1,1,4,4.09045,52.40085,0,2.84
42,6,ClearBlue,14,0,0,2,2.2537,77.60385,0,1.52
42,7,Lancaster,17,1,3,8,2.37925,88.0896,0,2.52
42,8,Barclay,18,0,0,6,4.9166,72.6268,0,2.68
42,9,Dior,21,1,3,11,17.236,64.2072,1,1.68
42,10,Citroen,22,0,1,10,1.9902,71.15895,1,1.64
42,11,Nivea,25,1,5,11,4.54925,61.79385,1,1.36
42,12,Davidoff,26,0,2,13,1.8321,78.3742,1,1.36
42,13,Dali,29,1,9,8,6.6774,68.4728,1,1.56
42,14,Kapper,31,1,0,15,3.63475,69.7221,1,2.6
42,15,Alfa,32,0,2,11,2.72335,61.6156,1,1.8
42,16,Legere,35,1,32,8,14.3065,53.30915,1,2.08
42,17,Spa,40,0,1,7,11.3088,77.6488,1,1.68
42,18,Stuyvesant,43,1,0,3,4.82205,51.2554,0,1.84
42,19,Margriet,48,0,1,3,1.8817,76.23675,1,1.52
42,20,Chantelle,55,1,0,7,25.1658,80.1195,1,1.4
42,21,Kodak,69,1,0,11,4.27645,64.76365,0,1.68
42,22,Gilette,71,1,2,4,1.9592,75.83065,1,1.52
42,23,Silan,75,1,6,4,9.19925,64.90315,1,2.24
42,24,Fancy,76,0,0,2,4.57715,32.82435,1,2.04
42,25,Cartoon,94,0,2,6,9.38525,75.57335,0,2.12
42,26,VanderBilt,96,0,1,2,16.2781,71.25505,1,2.56
42,27,Viva,98,0,0,1,3.0659,24.0219,1,1.88
42,28,Arden,99,1,6,6,9.3124,77.62865,1,1.88
42,29,Gauloises,107,1,0,11,5.9644,77.6674,1,1.64
42,30,Appelsientje,108,0,2,8,2.0987,75.08665,0,2.56
42,31,Conimex,113,1,0,3,4.5787,55.6357,1,1.2
42,32,Corona,114,0,0,1,1.81505,84.42385,1,1.48
42,33,Daihatsu,123,1,0,3,2.9915,65.11395,1,1.08
42,34,DelMonte,125,1,0,2,7.36715,77.63175,1,1.72
42,35,Lancome,127,1,0,2,16.98025,60.2206,1,2.08
43,1,Armani,2,0,0,0,17.06395,74.19695,0,4.4
43,2,LOreal,5,1,0,2,4.38185,52.58685,0,4
43,3,Astnor,6,0,0,2,6.85565,77.6116,0,2.48
43,4,MarieJo,11,1,0,1,2.914,71.3558,1,3.2
43,5,SiSi,13,1,0,3,4.09045,52.40085,0,2.68
43,6,ClearBlue,14,0,0,6,2.2537,77.60385,1,4.12
43,7,Lancaster,17,1,0,2,2.37925,88.0896,0,1.72
43,8,Barclay,18,0,0,0,4.9166,72.6268,0,2.32
43,9,Dior,21,1,5,6,17.236,64.2072,0,3.36
43,10,Citroen,22,0,0,10,1.9902,71.15895,1,1.44
43,11,Nivea,25,1,2,2,4.54925,61.79385,1,1.04
43,12,Davidoff,26,0,0,1,1.8321,78.3742,1,3.44
43,13,Dali,29,1,0,1,6.6774,68.4728,0,2.32
43,14,Kapper,31,1,1,0,3.63475,69.7221,0,3.68
43,15,Alfa,32,0,0,0,2.72335,61.6156,1,2.96
43,16,Legere,35,1,2,2,14.3065,53.30915,1,3.8
43,17,Spa,40,0,0,1,11.3088,77.6488,1,2.84
43,18,Stuyvesant,43,1,0,1,4.82205,51.2554,1,3.16
43,19,Margriet,48,0,0,7,1.8817,76.23675,0,3.68
43,20,Chantelle,55,1,1,9,25.1658,80.1195,1,3.44
43,21,Kodak,69,1,2,4,4.27645,64.76365,0,2.44
43,22,Gilette,71,1,1,3,1.9592,75.83065,1,2.64
43,23,Silan,75,1,0,1,9.19925,64.90315,0,3.96
43,24,Fancy,76,0,1,0,4.57715,32.82435,1,3
43,25,Cartoon,94,0,0,1,9.38525,75.57335,0,3.4
43,26,VanderBilt,96,0,0,3,16.2781,71.25505,1,3.04
43,27,Viva,98,0,0,0,3.0659,24.0219,1,1.28
43,28,Arden,99,1,1,0,9.3124,77.62865,1,2.4
43,29,Gauloises,107,1,0,5,5.9644,77.6674,1,2.32
43,30,Appelsientje,108,0,0,4,2.0987,75.08665,0,0.12
43,31,Conimex,113,1,0,4,4.5787,55.6357,0,0.16
43,32,Corona,114,0,0,3,1.81505,84.42385,1,3.04
43,33,Daihatsu,123,1,0,5,2.9915,65.11395,1,1.68
43,34,DelMonte,125,1,0,5,7.36715,77.63175,1,1.56
43,35,Lancome,127,1,2,2,16.98025,60.2206,1,1.16
44,1,Armani,2,0,0,0,17.06395,74.19695,1,3.4
44,2,LOreal,5,1,0,1,4.38185,52.58685,1,1.72
44,3,Astnor,6,0,4,8,6.85565,77.6116,1,3.44
44,4,MarieJo,11,1,1,3,2.914,71.3558,0,3.52
44,5,SiSi,13,1,0,3,4.09045,52.40085,0,2.88
44,6,ClearBlue,14,0,0,3,2.2537,77.60385,0,1.84
44,7,Lancaster,17,1,5,10,2.37925,88.0896,0,1.92
44,8,Barclay,18,0,0,2,4.9166,72.6268,0,2.64
44,9,Dior,21,1,10,1,17.236,64.2072,0,3.08
44,10,Citroen,22,0,0,7,1.9902,71.15895,1,2.72
44,11,Nivea,25,1,1,6,4.54925,61.79385,1,1.56
44,12,Davidoff,26,0,0,1,1.8321,78.3742,0,2.56
44,13,Dali,29,1,1,4,6.6774,68.4728,0,3.36
44,14,Kapper,31,1,1,4,3.63475,69.7221,0,3.04
44,15,Alfa,32,0,0,1,2.72335,61.6156,1,2.36
44,16,Legere,35,1,3,0,14.3065,53.30915,0,0.96
44,17,Spa,40,0,5,3,11.3088,77.6488,0,2.6
44,18,Stuyvesant,43,1,6,4,4.82205,51.2554,1,1.88
44,19,Margriet,48,0,1,5,1.8817,76.23675,1,2.2
44,20,Chantelle,55,1,3,5,25.1658,80.1195,1,2.88
44,21,Kodak,69,1,1,7,4.27645,64.76365,1,1.8
44,22,Gilette,71,1,1,11,1.9592,75.83065,1,2.24
44,23,Silan,75,1,4,2,9.19925,64.90315,1,1.88
44,24,Fancy,76,0,0,0,4.57715,32.82435,0,3.28
44,25,Cartoon,94,0,2,1,9.38525,75.57335,0,3.52
44,26,VanderBilt,96,0,0,0,16.2781,71.25505,1,3.4
44,27,Viva,98,0,0,1,3.0659,24.0219,1,3.52
44,28,Arden,99,1,6,7,9.3124,77.62865,1,2.2
44,29,Gauloises,107,1,2,7,5.9644,77.6674,1,2.04
44,30,Appelsientje,108,0,1,5,2.0987,75.08665,0,2
44,31,Conimex,113,1,0,3,4.5787,55.6357,0,1.52
44,32,Corona,114,0,0,0,1.81505,84.42385,0,2.56
44,33,Daihatsu,123,1,0,3,2.9915,65.11395,1,3.28
44,34,DelMonte,125,1,0,2,7.36715,77.63175,0,2.16
44,35,Lancome,127,1,0,0,16.98025,60.2206,0,2.48
45,1,Armani,2,0,0,3,17.06395,74.19695,0,2.32
45,2,LOreal,5,1,0,1,4.38185,52.58685,0,1.6
45,3,Astnor,6,0,0,3,6.85565,77.6116,0,2.08
45,4,MarieJo,11,1,5,8,2.914,71.3558,0,2.16
45,5,SiSi,13,1,0,2,4.09045,52.40085,0,2.36
45,6,ClearBlue,14,0,1,4,2.2537,77.60385,0,0.84
45,7,Lancaster,17,1,0,2,2.37925,88.0896,0,3.4
45,8,Barclay,18,0,0,5,4.9166,72.6268,1,4.44
45,9,Dior,21,1,1,4,17.236,64.2072,0,1.72
45,10,Citroen,22,0,0,8,1.9902,71.15895,1,3
45,11,Nivea,25,1,0,4,4.54925,61.79385,1,1.32
45,12,Davidoff,26,0,1,3,1.8321,78.3742,1,2.68
45,13,Dali,29,1,2,3,6.6774,68.4728,0,1.04
45,14,Kapper,31,1,0,5,3.63475,69.7221,0,1.92
45,15,Alfa,32,0,4,5,2.72335,61.6156,1,3.32
45,16,Legere,35,1,0,2,14.3065,53.30915,0,2.68
45,17,Spa,40,0,0,6,11.3088,77.6488,1,3.2
45,18,Stuyvesant,43,1,2,2,4.82205,51.2554,1,1.72
45,19,Margriet,48,0,0,2,1.8817,76.23675,0,0.84
45,20,Chantelle,55,1,4,3,25.1658,80.1195,0,2
45,21,Kodak,69,1,0,7,4.27645,64.76365,0,0.84
45,22,Gilette,71,1,0,11,1.9592,75.83065,1,1.56
45,23,Silan,75,1,1,6,9.19925,64.90315,0,2.32
45,24,Fancy,76,0,0,1,4.57715,32.82435,0,2.56
45,25,Cartoon,94,0,0,0,9.38525,75.57335,0,3.52
45,26,VanderBilt,96,0,2,3,16.2781,71.25505,0,0.88
45,27,Viva,98,0,1,0,3.0659,24.0219,0,0.92
45,28,Arden,99,1,3,14,9.3124,77.62865,0,2.4
45,29,Gauloises,107,1,1,14,5.9644,77.6674,1,2.48
45,30,Appelsientje,108,0,3,5,2.0987,75.08665,0,3.4
45,31,Conimex,113,1,0,5,4.5787,55.6357,0,0.88
45,32,Corona,114,0,2,5,1.81505,84.42385,1,1.6
45,33,Daihatsu,123,1,1,8,2.9915,65.11395,1,1.36
45,34,DelMonte,125,1,1,9,7.36715,77.63175,1,2.12
45,35,Lancome,127,1,3,3,16.98025,60.2206,0,3.08
46,1,Armani,2,0,0,0,17.06395,74.19695,0,3.04
46,2,LOreal,5,1,0,1,4.38185,52.58685,0,2.28
46,3,Astnor,6,0,3,2,6.85565,77.6116,0,3.48
46,4,MarieJo,11,1,0,1,2.914,71.3558,0,2.32
46,5,SiSi,13,1,1,3,4.09045,52.40085,1,1.52
46,6,ClearBlue,14,0,0,0,2.2537,77.60385,0,2.2
46,7,Lancaster,17,1,0,0,2.37925,88.0896,0,3.6
46,8,Barclay,18,0,0,2,4.9166,72.6268,0,0.16
46,9,Dior,21,1,3,3,17.236,64.2072,0,2.76
46,10,Citroen,22,0,0,8,1.9902,71.15895,1,1.4
46,11,Nivea,25,1,1,2,4.54925,61.79385,1,1.24
46,12,Davidoff,26,0,0,3,1.8321,78.3742,1,1.44
46,13,Dali,29,1,5,6,6.6774,68.4728,0,3.52
46,14,Kapper,31,1,0,4,3.63475,69.7221,1,2.4
46,15,Alfa,32,0,2,6,2.72335,61.6156,1,1.32
46,16,Legere,35,1,10,4,14.3065,53.30915,1,3.08
46,17,Spa,40,0,0,7,11.3088,77.6488,1,1.8
46,18,Stuyvesant,43,1,0,0,4.82205,51.2554,1,2.2
46,19,Margriet,48,0,0,2,1.8817,76.23675,0,1.12
46,20,Chantelle,55,1,7,2,25.1658,80.1195,1,3.16
46,21,Kodak,69,1,8,10,4.27645,64.76365,0,0.4
46,22,Gilette,71,1,0,3,1.9592,75.83065,0,3.12
46,23,Silan,75,1,0,2,9.19925,64.90315,1,2.4
46,24,Fancy,76,0,2,1,4.57715,32.82435,0,2.4
46,25,Cartoon,94,0,2,1,9.38525,75.57335,0,4.12
46,26,VanderBilt,96,0,2,8,16.2781,71.25505,0,0.56
46,27,Viva,98,0,0,0,3.0659,24.0219,0,3.28
46,28,Arden,99,1,4,6,9.3124,77.62865,0,3.88
46,29,Gauloises,107,1,1,10,5.9644,77.6674,1,2.72
46,30,Appelsientje,108,0,0,3,2.0987,75.08665,1,1.24
46,31,Conimex,113,1,1,3,4.5787,55.6357,1,1.08
46,32,Corona,114,0,0,0,1.81505,84.42385,0,1.48
46,33,Daihatsu,123,1,0,7,2.9915,65.11395,1,1.96
46,34,DelMonte,125,1,1,7,7.36715,77.63175,1,2.16
46,35,Lancome,127,1,4,2,16.98025,60.2206,1,1.48
47,1,Armani,2,0,0,1,17.06395,74.19695,1,2.16
47,2,LOreal,5,1,1,1,4.38185,52.58685,0,1.92
47,3,Astnor,6,0,5,5,6.85565,77.6116,0,3.12
47,4,MarieJo,11,1,1,8,2.914,71.3558,0,1.24
47,5,SiSi,13,1,2,5,4.09045,52.40085,0,2.32
47,6,ClearBlue,14,0,1,2,2.2537,77.60385,0,2.32
47,7,Lancaster,17,1,5,4,2.37925,88.0896,0,3.64
47,8,Barclay,18,0,0,4,4.9166,72.6268,0,3.6
47,9,Dior,21,1,6,5,17.236,64.2072,1,3.84
47,10,Citroen,22,0,0,3,1.9902,71.15895,1,2.72
47,11,Nivea,25,1,6,9,4.54925,61.79385,1,1.12
47,12,Davidoff,26,0,0,4,1.8321,78.3742,1,4.44
47,13,Dali,29,1,0,0,6.6774,68.4728,0,2.88
47,14,Kapper,31,1,0,12,3.63475,69.7221,0,2.84
47,15,Alfa,32,0,0,4,2.72335,61.6156,1,2.68
47,16,Legere,35,1,4,3,14.3065,53.30915,0,2.32
47,17,Spa,40,0,1,4,11.3088,77.6488,1,1.56
47,18,Stuyvesant,43,1,3,3,4.82205,51.2554,1,2.56
47,19,Margriet,48,0,1,5,1.8817,76.23675,0,3.08
47,20,Chantelle,55,1,8,7,25.1658,80.1195,0,2.32
47,21,Kodak,69,1,3,6,4.27645,64.76365,0,2.32
47,22,Gilette,71,1,0,9,1.9592,75.83065,0,3.2
47,23,Silan,75,1,2,5,9.19925,64.90315,1,2.48
47,24,Fancy,76,0,1,3,4.57715,32.82435,1,1.32
47,25,Cartoon,94,0,4,2,9.38525,75.57335,0,3.76
47,26,VanderBilt,96,0,16,8,16.2781,71.25505,0,2.04
47,27,Viva,98,0,1,4,3.0659,24.0219,0,2.24
47,28,Arden,99,1,9,7,9.3124,77.62865,0,1.72
47,29,Gauloises,107,1,2,10,5.9644,77.6674,0,2.72
47,30,Appelsientje,108,0,1,2,2.0987,75.08665,1,1.72
47,31,Conimex,113,1,1,9,4.5787,55.6357,0,2.32
47,32,Corona,114,0,0,2,1.81505,84.42385,0,3.04
47,33,Daihatsu,123,1,1,9,2.9915,65.11395,0,2.24
47,34,DelMonte,125,1,0,0,7.36715,77.63175,1,2.64
47,35,Lancome,127,1,5,5,16.98025,60.2206,0,2
48,1,Armani,2,0,0,0,17.06395,74.19695,1,0.2
48,2,LOreal,5,1,2,0,4.38185,52.58685,0,0.56
48,3,Astnor,6,0,2,5,6.85565,77.6116,0,2.08
48,4,MarieJo,11,1,3,11,2.914,71.3558,1,1.6
48,5,SiSi,13,1,3,8,4.09045,52.40085,1,1.92
48,6,ClearBlue,14,0,0,8,2.2537,77.60385,0,1.28
48,7,Lancaster,17,1,0,0,2.37925,88.0896,0,4.2
48,8,Barclay,18,0,2,11,4.9166,72.6268,0,1.68
48,9,Dior,21,1,4,15,17.236,64.2072,1,5
48,10,Citroen,22,0,3,9,1.9902,71.15895,1,2.32
48,11,Nivea,25,1,7,6,4.54925,61.79385,1,1.32
48,12,Davidoff,26,0,2,12,1.8321,78.3742,1,2.08
48,13,Dali,29,1,9,8,6.6774,68.4728,1,2.08
48,14,Kapper,31,1,0,23,3.63475,69.7221,0,3.48
48,15,Alfa,32,0,10,5,2.72335,61.6156,1,1.16
48,16,Legere,35,1,13,5,14.3065,53.30915,0,3.4
48,17,Spa,40,0,5,9,11.3088,77.6488,1,1.08
48,18,Stuyvesant,43,1,8,5,4.82205,51.2554,1,1.44
48,19,Margriet,48,0,0,8,1.8817,76.23675,1,1.8
48,20,Chantelle,55,1,21,13,25.1658,80.1195,1,2.48
48,21,Kodak,69,1,3,20,4.27645,64.76365,1,1.56
48,22,Gilette,71,1,3,14,1.9592,75.83065,1,2.52
48,23,Silan,75,1,8,5,9.19925,64.90315,1,1.4
48,24,Fancy,76,0,7,8,4.57715,32.82435,1,1.72
48,25,Cartoon,94,0,3,0,9.38525,75.57335,0,1.88
48,26,VanderBilt,96,0,4,2,16.2781,71.25505,1,1.24
48,27,Viva,98,0,0,1,3.0659,24.0219,0,1.52
48,28,Arden,99,1,7,6,9.3124,77.62865,1,2.92
48,29,Gauloises,107,1,0,0,5.9644,77.6674,0,2.32
48,30,Appelsientje,108,0,1,3,2.0987,75.08665,1,0.92
48,31,Conimex,113,1,0,0,4.5787,55.6357,1,1.08
48,32,Corona,114,0,4,3,1.81505,84.42385,1,2.04
48,33,Daihatsu,123,1,9,23,2.9915,65.11395,1,1.32
48,34,DelMonte,125,1,0,0,7.36715,77.63175,1,1.92
48,35,Lancome,127,1,0,5,16.98025,60.2206,1,1.28
49,1,Armani,2,0,3,6,17.06395,74.19695,1,4.48
49,2,LOreal,5,1,2,2,4.38185,52.58685,0,2.56
49,3,Astnor,6,0,4,5,6.85565,77.6116,1,2.24
49,4,MarieJo,11,1,2,5,2.914,71.3558,0,3.28
49,5,SiSi,13,1,0,2,4.09045,52.40085,0,3.16
49,6,ClearBlue,14,0,0,5,2.2537,77.60385,0,2.32
49,7,Lancaster,17,1,1,9,2.37925,88.0896,0,3
49,8,Barclay,18,0,0,3,4.9166,72.6268,0,3.56
49,9,Dior,21,1,5,3,17.236,64.2072,0,4.24
49,10,Citroen,22,0,0,16,1.9902,71.15895,1,1.72
49,11,Nivea,25,1,1,1,4.54925,61.79385,1,1.36
49,12,Davidoff,26,0,1,4,1.8321,78.3742,1,2.64
49,13,Dali,29,1,1,3,6.6774,68.4728,0,4.36
49,14,Kapper,31,1,1,1,3.63475,69.7221,0,2.6
49,15,Alfa,32,0,0,6,2.72335,61.6156,1,3.2
49,16,Legere,35,1,4,1,14.3065,53.30915,1,3.92
49,17,Spa,40,0,1,5,11.3088,77.6488,1,3.56
49,18,Stuyvesant,43,1,0,1,4.82205,51.2554,1,4.2
49,19,Margriet,48,0,1,8,1.8817,76.23675,0,1.72
49,20,Chantelle,55,1,4,4,25.1658,80.1195,1,1.96
49,21,Kodak,69,1,2,11,4.27645,64.76365,1,2.6
49,22,Gilette,71,1,1,8,1.9592,75.83065,1,2.4
49,23,Silan,75,1,6,10,9.19925,64.90315,1,2.4
49,24,Fancy,76,0,0,0,4.57715,32.82435,0,2.44
49,25,Cartoon,94,0,1,4,9.38525,75.57335,1,2.28
49,26,VanderBilt,96,0,1,7,16.2781,71.25505,0,2.32
49,27,Viva,98,0,11,2,3.0659,24.0219,1,1.52
49,28,Arden,99,1,6,8,9.3124,77.62865,1,3.6
49,29,Gauloises,107,1,1,10,5.9644,77.6674,1,2.08
49,30,Appelsientje,108,0,3,16,2.0987,75.08665,1,3.04
49,31,Conimex,113,1,0,6,4.5787,55.6357,1,2.08
49,32,Corona,114,0,0,0,1.81505,84.42385,1,1.64
49,33,Daihatsu,123,1,0,11,2.9915,65.11395,1,3.96
49,34,DelMonte,125,1,0,5,7.36715,77.63175,0,0.12
49,35,Lancome,127,1,0,0,16.98025,60.2206,1,1.6
50,1,Armani,2,0,0,4,17.06395,74.19695,0,3.52
50,2,LOreal,5,1,1,5,4.38185,52.58685,0,0.92
50,3,Astnor,6,0,1,6,6.85565,77.6116,0,1.12
50,4,MarieJo,11,1,2,8,2.914,71.3558,0,4
50,5,SiSi,13,1,1,5,4.09045,52.40085,1,4.32
50,6,ClearBlue,14,0,0,3,2.2537,77.60385,0,2.32
50,7,Lancaster,17,1,1,3,2.37925,88.0896,1,3.32
50,8,Barclay,18,0,0,3,4.9166,72.6268,1,3.04
50,9,Dior,21,1,6,5,17.236,64.2072,1,3.12
50,10,Citroen,22,0,5,13,1.9902,71.15895,1,3.92
50,11,Nivea,25,1,0,6,4.54925,61.79385,1,1.8
50,12,Davidoff,26,0,3,7,1.8321,78.3742,0,2.32
50,13,Dali,29,1,2,7,6.6774,68.4728,0,2.32
50,14,Kapper,31,1,0,8,3.63475,69.7221,0,4.84
50,15,Alfa,32,0,0,2,2.72335,61.6156,1,3.08
50,16,Legere,35,1,3,5,14.3065,53.30915,0,2.32
50,17,Spa,40,0,0,5,11.3088,77.6488,1,0.16
50,18,Stuyvesant,43,1,0,4,4.82205,51.2554,1,3.6
50,19,Margriet,48,0,0,6,1.8817,76.23675,0,2.12
50,20,Chantelle,55,1,4,3,25.1658,80.1195,1,4.76
50,21,Kodak,69,1,3,5,4.27645,64.76365,0,2.52
50,22,Gilette,71,1,0,3,1.9592,75.83065,1,3.92
50,23,Silan,75,1,2,4,9.19925,64.90315,0,1.84
50,24,Fancy,76,0,0,1,4.57715,32.82435,0,4.6
50,25,Cartoon,94,0,0,4,9.38525,75.57335,0,3.76
50,26,VanderBilt,96,0,0,3,16.2781,71.25505,0,2.32
50,27,Viva,98,0,0,3,3.0659,24.0219,0,1.88
50,28,Arden,99,1,1,4,9.3124,77.62865,0,2.92
