panid,week,incid,choice,lchoice,volume,regpr1,regpr2,regpr3,regpr4,pcut1,pcut2,pcut3,pcut4,disp1,disp2,disp3,disp4,feat1,feat2,feat3,feat4,lbpromot,avol
14107581,915,0,0,4,0,7.207,4.17,6.967,6.045,0.165,0,0,0,1,0,1,0,0,0,1,0,1,100
14107581,916,0,0,4,0,7.207,4.17,6.986,6.045,0.165,0,0,0,1,0,1,0,0,0,1,0,1,100
14107581,917,0,0,4,0,7.207,4.17,6.986,6.045,0.165,0,0,0,0,0,1,0,0,0,0,0,1,100
14107581,918,0,0,4,0,7.207,4.17,6.986,5.99,0.133,0,0,0,1,0,1,0,0,0,1,0,1,100
14107581,919,0,0,4,0,7.156,4.17,6.986,5.99,0.114,0,0,0,1,0,0,0,1,0,0,0,1,100
14107581,920,0,0,4,0,7.156,4.17,7.017,5.99,0.114,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,921,0,0,4,0,7.156,4.17,6.999,5.99,0.114,0,0.069,0,0,0,0,0,0,0,0,0,1,100
14107581,922,0,0,4,0,7.156,4.17,7.017,5.99,0.114,0,0,0,1,0,0,0,1,0,0,1,1,100
14107581,923,0,0,4,0,7.059,4.17,7.017,5.99,0,0,0,0,0,0,1,0,0,0,1,0,1,100
14107581,924,0,0,4,0,7.064,4.121,7.017,5.994,0,0,0,0.929,0,0,0,0,0,0,0,0,1,100
14107581,925,0,0,4,0,7.064,4.121,7.017,6.012,0,0,0,1.022,0,0,0,1,0,0,0,1,1,100
14107581,926,0,0,4,0,7.064,4.121,7.017,6.011,0,0,0,0.361,1,0,0,0,1,0,0,0,1,100
14107581,927,0,0,4,0,7.064,4.121,7,5.99,0,0,0.061,0,1,0,1,0,0,0,1,0,1,100
14107581,928,0,0,4,0,7.064,4.121,7.028,5.93,0,0,0.615,0,1,0,1,0,0,0,1,0,1,100
14107581,929,0,0,4,0,7.064,4.121,6.971,5.81,0,0,0.03,0,0,0,0,0,0,0,0,0,1,100
14107581,930,0,0,4,0,7.064,4.121,7.017,5.825,0,0,0,0,0,1,0,0,0,1,0,0,1,100
14107581,931,0,0,4,0,7.064,4.121,7.017,5.875,0,0,0,0,0,1,0,0,0,0,0,0,1,100
14107581,932,0,0,4,0,7.064,4.121,7.017,5.71,0,0.073,0.09,0,0,1,1,1,0,0,1,1,1,100
14107581,933,0,0,4,0,7.064,4.121,7.014,5.99,0,0,0,0,0,0,1,1,0,0,0,0,1,100
14107581,934,0,0,4,0,7.064,4.121,7.014,5.907,0,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,935,0,0,4,0,7.064,4.121,7.014,5.943,0,0,0,0,0,0,0,0,0,0,1,0,1,100
14107581,936,0,0,4,0,7.064,4.121,7.014,5.94,0,0,0,0,1,0,0,0,1,0,0,0,1,100
14107581,937,0,0,4,0,7.064,4.122,7.014,5.937,0,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,938,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,939,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,940,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,0,0,1,0,0,0,1,0,1,100
14107581,941,1,1,4,100,7.064,4.125,7.014,5.99,0,0,0,0,1,0,1,0,1,0,0,0,1,100
14107581,942,0,0,1,0,7.064,4.125,7.014,5.99,0,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,943,0,0,1,0,7.064,4.125,7.014,5.99,0,0,0,0,0,1,0,0,0,1,0,0,1,100
14107581,944,0,0,1,0,7.064,4.125,7.014,5.99,0.088,0.073,0,0,1,1,0,0,0,0,1,0,1,100
14107581,945,0,0,1,0,7.064,4.125,7.014,5.99,0,0,0,0,1,0,1,0,0,0,1,0,1,100
14107581,946,0,0,1,0,7.064,4.125,7.014,6,0,0,0,0,0,0,1,0,0,0,0,0,1,100
14107581,947,0,0,1,0,7.064,4.125,7.014,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,100
14107581,948,0,0,1,0,7.064,4.125,7.014,6.59,0.245,0,0,0,1,1,0,0,1,0,0,0,1,100
14107581,949,0,0,1,0,7.071,4.125,7.014,6.59,0.265,0,0,0,1,0,1,0,0,0,1,0,1,100
14107581,950,0,0,1,0,7.071,4.125,7.014,6.59,0.309,0,0,0,1,0,0,0,1,0,0,0,1,100
14107581,951,0,0,1,0,7.071,4.125,7.014,6.59,0.265,0,0,0,1,0,0,0,0,1,0,0,1,100
14107581,952,0,0,1,0,7.071,4.125,7.014,6.533,0.265,0,0,0,1,0,0,0,0,1,0,0,1,100
14107581,953,0,0,1,0,7.062,4.125,7.014,6.59,0.127,0,0,0,0,0,1,0,0,0,0,0,1,100
14107581,954,0,0,1,0,7.064,4.125,7.014,6.59,0,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,955,0,0,1,0,7.064,4.125,7.014,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,100
14107581,956,0,0,1,0,7.064,4.125,7.014,6.59,0,0,0,0,0,1,0,0,0,0,0,0,1,100
14107581,957,0,0,1,0,7.064,4.125,7.014,6.59,0,0,0,0,0,0,0,0,0,0,1,0,1,100
14107581,958,0,0,1,0,7.064,4.125,7.014,6.59,0,0,0,0,0,0,1,1,0,0,0,1,1,100
14107581,959,0,0,1,0,7.064,4.12,7.014,6.59,0,0.542,0,0,0,1,1,0,0,1,0,0,1,100
14107581,960,0,0,1,0,7.064,4.231,7.014,6.59,0,0.425,0,0,0,1,0,0,0,0,0,0,1,100
14107581,961,0,0,1,0,7.064,4.234,7.014,6.59,0.254,0,0,0,1,0,0,0,1,0,0,0,1,100
14107581,962,0,0,1,0,7.071,4.234,7.014,6.59,0.309,0,0,0,0,0,0,0,0,0,1,0,1,100
14107581,963,0,0,1,0,7.071,4.234,6.987,6.59,0.265,0,0,0,1,0,0,0,0,0,0,0,1,100
14107581,964,0,0,1,0,7.077,4.234,7.014,6.59,0.436,0,0,0,1,0,0,0,1,0,0,0,1,100
14107581,965,0,0,1,0,7.079,4.231,7.014,6.59,0.384,0.3,0,0,0,0,1,0,0,0,0,0,1,100
14107581,966,0,0,1,0,7.079,4.464,7.005,6.59,0.384,0.37,0.441,0,0,1,1,0,0,1,0,0,1,100
14107581,967,1,3,1,100,7.068,4.5,7.019,6.59,0.225,0.369,1.205,0,0,0,1,1,0,0,1,1,1,100
14107581,968,0,0,3,0,7.064,4.598,7.005,6.59,0,0.227,0.441,0,0,0,1,1,0,0,0,0,1,100
14107581,969,0,0,3,0,6.968,4.598,6.933,6.59,1.057,0.227,0,0,1,0,0,0,1,1,0,0,1,100
14107581,970,0,0,3,0,6.747,4.598,7.072,6.59,0.068,0,0,0,1,0,0,0,1,0,1,0,1,100
14107581,971,0,0,3,0,6.747,4.598,7.072,6.59,0.068,0.227,0,0,1,0,0,0,1,0,0,0,1,100
14107581,972,0,0,3,0,6.747,4.679,7.072,6.59,0.086,0,0,0,0,0,1,0,0,0,1,0,1,100
14107581,973,0,0,3,0,6.769,4.679,7.072,6.59,0,0,0,0,0,1,0,0,0,0,0,0,1,100
14107581,974,0,0,3,0,6.889,4.679,7.072,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,100
14107581,975,0,0,3,0,6.925,4.679,7.072,6.59,0.118,0,0,0,0,1,0,0,1,0,0,0,1,100
14107581,976,0,0,3,0,6.925,4.679,7.072,6.59,0.118,0,0,0,0,1,0,1,0,0,0,1,1,100
14107581,977,0,0,3,0,6.807,4.679,7.072,6.59,0,0,0,0,0,1,0,0,0,0,0,0,1,100
14107581,978,0,0,3,0,6.925,4.682,7.063,6.59,0.118,0,0,0,1,0,0,0,1,0,0,0,1,100
14107581,979,0,0,3,0,6.925,4.701,6.93,6.59,0.118,0,0,0,1,0,1,0,0,0,1,0,1,100
14107581,980,0,0,3,0,6.925,4.701,6.966,6.59,0.118,0,0,0,0,0,1,0,0,0,1,0,1,100
14107581,981,1,1,3,100,6.925,4.701,7.063,6.59,0.118,0,0,0,1,0,0,0,1,0,0,0,1,100
14107581,982,0,0,1,0,6.925,4.701,7.063,6.59,0.118,0,0,0,1,0,0,0,0,1,0,0,1,100
14107581,983,0,0,1,0,6.94,4.701,7.063,6.59,0.142,0,0,0,0,0,1,0,0,0,1,0,1,100
14107581,984,0,0,1,0,6.827,4.701,7.063,6.59,0,0,0,0,0,0,1,0,0,0,1,0,1,100
14107581,985,0,0,1,0,6.827,4.701,7.063,6.59,0,0,0,0,1,0,1,0,1,0,0,0,1,100
14107581,986,0,0,1,0,6.827,4.72,7.063,6.59,0,0,0,0,1,0,0,0,0,0,0,0,1,100
14107581,987,0,0,1,0,6.827,4.72,7.063,6.597,0,0,0,0.594,0,0,1,1,0,0,1,1,1,100
14107581,988,0,0,1,0,6.827,4.665,7.063,6.593,0,0,0,0.593,0,1,1,1,0,1,0,0,1,100
14107581,989,0,0,1,0,6.827,4.664,7.107,6.445,0,0,0,0.131,0,0,0,0,0,0,0,0,1,100
14107581,990,0,0,1,0,6.827,4.646,7.399,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,100
14107581,991,0,0,1,0,6.827,4.645,7.399,6.59,0,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,992,0,0,1,0,6.827,4.652,7.399,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,100
14107581,993,0,0,1,0,6.852,4.65,7.337,6.507,0,0,0,0,0,1,0,1,0,0,0,1,1,100
14107581,994,1,1,1,100,6.913,4.715,7.106,6.5,0,0,0.048,0,1,0,0,1,1,0,0,0,1,100
14107581,995,0,0,1,0,6.913,4.753,7.106,6.6,0,0,0.048,0,1,0,0,0,0,0,0,0,1,100
14107581,996,0,0,1,0,6.902,4.753,7.106,6.65,0.589,0,0.048,0,1,0,0,0,1,0,0,0,1,100
14107581,997,0,0,1,0,6.902,4.776,7.106,6.65,0.589,0,0.048,0,1,0,1,0,0,0,1,0,1,100
14107581,998,0,0,1,0,6.853,4.694,7.106,6.65,0.083,0,0.048,0,0,1,1,0,0,1,0,0,1,100
14107581,999,0,0,1,0,6.913,4.693,7.106,6.65,0,0,0.048,0,0,0,0,0,0,0,0,0,1,100
14107581,1000,0,0,1,0,6.913,4.704,7.058,6.65,0,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,1001,0,0,1,0,7.095,4.723,7.058,6.65,0,0,0,0,0,0,1,0,0,0,1,0,1,100
14107581,1002,0,0,1,0,7.024,4.723,7.058,6.65,1.199,0,0,0,1,0,0,0,1,0,0,0,1,100
14107581,1003,0,0,1,0,7.198,4.723,7.058,6.65,0.974,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,1004,0,0,1,0,7.198,4.723,7.058,6.65,0.811,0,0,0,0,0,0,0,0,0,0,0,1,100
14107581,1005,0,0,1,0,7.198,4.723,7.058,6.65,1.217,0,0,0,0,0,1,0,0,0,1,0,1,100
14107581,1006,1,3,1,100,7.195,4.8,7.106,6.65,0.19,0.073,0,0,0,1,0,0,0,1,0,0,1,100
14107581,1007,0,0,3,0,7.405,4.811,7.511,6.69,0.106,0.168,0,0,0,1,0,0,1,0,0,0,0,100
14107581,1008,0,0,3,0,7.503,4.841,7.803,6.79,0.063,0.192,0,0,0,1,0,0,0,0,0,0,0,100
14107581,1009,0,0,3,0,7.279,4.841,7.789,6.79,0.684,0.168,0,0,1,0,0,0,1,0,0,0,0,100
14107581,1010,0,0,3,0,7.216,4.955,7.783,6.79,0.932,0.148,0.391,0,0,0,1,0,0,0,1,0,0,100
14107581,1011,0,0,3,0,7.219,4.854,7.783,6.79,0.206,0.168,0.391,0,0,1,0,0,0,1,0,0,0,100
14107581,1012,0,0,3,0,7.44,4.851,7.763,6.79,0,0.192,0.119,0,1,1,0,0,1,0,0,0,0,100
14107581,1013,0,0,3,0,7.44,4.925,7.803,6.79,0,0.155,0,0,0,0,0,0,0,0,0,0,0,100
14107581,1014,0,0,3,0,7.2,4.828,7.803,6.79,0.425,0,0,0,1,1,0,0,1,1,0,0,0,100
14107581,1015,0,0,3,0,7.2,4.828,7.803,6.79,0.532,0,0,0,1,1,0,0,0,0,0,0,0,100
14107581,1016,0,0,3,0,7.2,4.828,7.803,6.79,0.425,0,0,0,1,0,1,0,0,0,1,0,0,100
14107581,1017,0,0,3,0,7.2,4.824,7.803,6.79,0.532,0.157,0,0,1,1,0,0,0,1,0,0,0,100
14107581,1018,0,0,3,0,7.6,4.827,7.803,6.79,0,0.144,0,0,1,1,0,0,1,1,0,0,0,100
14107581,1019,0,0,3,0,7.64,4.827,7.803,6.79,0,0.144,0,0,1,0,0,0,0,0,0,0,0,100
14107581,1020,0,0,3,0,7.64,4.827,7.803,6.79,0,0.191,0,0,0,0,0,0,0,0,0,0,0,100
14107581,1021,0,0,3,0,7.64,4.861,7.764,6.79,0,0.018,0.06,0,0,0,0,0,0,0,0,0,0,100
14107581,1022,0,0,3,0,7.769,5.028,7.803,6.79,0.142,0,0,0,1,0,0,0,1,0,0,0,0,100
14107581,1023,0,0,3,0,7.769,5.028,7.803,6.79,0,0,0,0,1,1,0,0,1,1,0,0,0,100
14107581,1024,0,0,3,0,7.769,5.028,7.803,6.79,0.142,0,0,0,1,1,0,0,0,0,0,0,0,100
14107581,1025,0,0,3,0,7.769,5.028,7.803,6.79,0.171,0,0,0,1,0,0,0,0,0,0,0,0,100
14107581,1026,0,0,3,0,7.769,5.028,7.803,6.79,0.122,0,0,0,0,0,0,0,0,0,0,0,0,100
14107581,1027,0,0,3,0,7.769,5.019,7.803,6.79,0.122,0.336,0,0,0,1,0,0,0,1,0,0,0,100
14107581,1028,0,0,3,0,7.769,5.019,7.803,6.79,0.122,0.448,0,0,0,1,0,0,0,0,0,0,0,100
14107581,1029,0,0,3,0,7.769,5.019,7.803,6.79,0.122,0.336,0,0,1,0,0,0,1,0,0,0,0,100
14107581,1030,0,0,3,0,7.769,5.019,7.803,6.79,0.171,0.336,0,0,1,0,0,0,0,0,1,0,0,100
14107581,1031,0,0,3,0,7.769,5.027,7.803,6.79,0.142,0.201,0,0,0,0,1,0,0,0,1,0,0,100
14107581,1032,0,0,3,0,7.769,5.028,7.803,6.79,0.142,0,0,0,0,1,1,0,0,1,1,0,0,100
14107581,1033,0,0,3,0,7.647,5.028,7.803,6.79,0,0,0,0,0,1,0,0,0,1,0,0,0,100
14107581,1034,0,0,3,0,7.647,5.028,7.803,6.79,0,0,0,0,0,1,0,0,0,0,0,0,0,100
14107581,1035,0,0,3,0,7.647,5.028,7.803,6.79,0,0,0,0,1,0,0,0,1,0,0,0,0,100
14107581,1036,0,0,3,0,7.647,5.028,7.803,6.79,0,0,0,0,1,0,1,0,0,0,1,0,0,100
14107581,1037,0,0,3,0,7.647,5.028,7.803,6.79,0,0,0,0,0,1,1,0,0,1,0,0,0,100
14107581,1038,0,0,3,0,7.647,5.028,7.803,6.79,0,0,0,0,1,1,0,0,1,0,0,0,0,100
14107581,1039,0,0,3,0,7.647,5.028,7.803,6.79,0,0,0,0,1,0,0,0,0,0,0,0,0,100
14107581,1040,0,0,3,0,7.647,4.936,7.803,6.79,0,0,0,0,0,0,0,0,0,1,0,0,0,100
14112532,960,0,0,2,0,7.064,4.231,7.014,6.59,0,0.425,0,0,0,1,0,0,0,0,0,0,1,114
14112532,961,0,0,2,0,7.064,4.234,7.014,6.59,0.254,0,0,0,1,0,0,0,1,0,0,0,1,114
14112532,962,0,0,2,0,7.071,4.234,7.014,6.59,0.309,0,0,0,0,0,0,0,0,0,1,0,1,114
14112532,963,0,0,2,0,7.071,4.234,6.987,6.59,0.265,0,0,0,1,0,0,0,0,0,0,0,1,114
14112532,964,0,0,2,0,7.077,4.234,7.014,6.59,0.436,0,0,0,1,0,0,0,1,0,0,0,1,114
14112532,965,0,0,2,0,7.079,4.231,7.014,6.59,0.384,0.3,0,0,0,0,1,0,0,0,0,0,1,114
14112532,966,0,0,2,0,7.079,4.464,7.005,6.59,0.384,0.37,0.441,0,0,1,1,0,0,1,0,0,1,114
14112532,967,0,0,2,0,7.068,4.5,7.019,6.59,0.225,0.369,1.205,0,0,0,1,1,0,0,1,1,1,114
14112532,968,0,0,2,0,7.064,4.598,7.005,6.59,0,0.227,0.441,0,0,0,1,1,0,0,0,0,1,114
14112532,969,0,0,2,0,6.968,4.598,6.933,6.59,1.057,0.227,0,0,1,0,0,0,1,1,0,0,1,114
14112532,970,0,0,2,0,6.747,4.598,7.072,6.59,0.068,0,0,0,1,0,0,0,1,0,1,0,1,114
14112532,971,0,0,2,0,6.747,4.598,7.072,6.59,0.068,0.227,0,0,1,0,0,0,1,0,0,0,1,114
14112532,972,0,0,2,0,6.747,4.679,7.072,6.59,0.086,0,0,0,0,0,1,0,0,0,1,0,1,114
14112532,973,0,0,2,0,6.769,4.679,7.072,6.59,0,0,0,0,0,1,0,0,0,0,0,0,1,114
14112532,974,0,0,2,0,6.889,4.679,7.072,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,114
14112532,975,0,0,2,0,6.925,4.679,7.072,6.59,0.118,0,0,0,0,1,0,0,1,0,0,0,1,114
14112532,976,0,0,2,0,6.925,4.679,7.072,6.59,0.118,0,0,0,0,1,0,1,0,0,0,1,1,114
14112532,977,0,0,2,0,6.807,4.679,7.072,6.59,0,0,0,0,0,1,0,0,0,0,0,0,1,114
14112532,978,0,0,2,0,6.925,4.682,7.063,6.59,0.118,0,0,0,1,0,0,0,1,0,0,0,1,114
14112532,979,0,0,2,0,6.925,4.701,6.93,6.59,0.118,0,0,0,1,0,1,0,0,0,1,0,1,114
14112532,980,0,0,2,0,6.925,4.701,6.966,6.59,0.118,0,0,0,0,0,1,0,0,0,1,0,1,114
14112532,981,0,0,2,0,6.925,4.701,7.063,6.59,0.118,0,0,0,1,0,0,0,1,0,0,0,1,114
14112532,982,0,0,2,0,6.925,4.701,7.063,6.59,0.118,0,0,0,1,0,0,0,0,1,0,0,1,114
14112532,983,0,0,2,0,6.94,4.701,7.063,6.59,0.142,0,0,0,0,0,1,0,0,0,1,0,1,114
14112532,984,0,0,2,0,6.827,4.701,7.063,6.59,0,0,0,0,0,0,1,0,0,0,1,0,1,114
14112532,985,0,0,2,0,6.827,4.701,7.063,6.59,0,0,0,0,1,0,1,0,1,0,0,0,1,114
14112532,986,0,0,2,0,6.827,4.72,7.063,6.59,0,0,0,0,1,0,0,0,0,0,0,0,1,114
14112532,987,1,4,2,100,6.827,4.72,7.063,6.597,0,0,0,0.594,0,0,1,1,0,0,1,1,1,114
14112532,988,0,0,4,0,6.827,4.665,7.063,6.593,0,0,0,0.593,0,1,1,1,0,1,0,0,1,114
14112532,989,0,0,4,0,6.827,4.664,7.107,6.445,0,0,0,0.131,0,0,0,0,0,0,0,0,1,114
14112532,990,0,0,4,0,6.827,4.646,7.399,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,114
14112532,991,0,0,4,0,6.827,4.645,7.399,6.59,0,0,0,0,0,0,0,0,0,0,0,0,1,114
14112532,992,0,0,4,0,6.827,4.652,7.399,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,114
14112532,993,0,0,4,0,6.852,4.65,7.337,6.507,0,0,0,0,0,1,0,1,0,0,0,1,1,114
14112532,994,0,0,4,0,6.913,4.715,7.106,6.5,0,0,0.048,0,1,0,0,1,1,0,0,0,1,114
14112532,995,0,0,4,0,6.913,4.753,7.106,6.6,0,0,0.048,0,1,0,0,0,0,0,0,0,1,114
14112532,996,0,0,4,0,6.902,4.753,7.106,6.65,0.589,0,0.048,0,1,0,0,0,1,0,0,0,1,114
14112532,997,0,0,4,0,6.902,4.776,7.106,6.65,0.589,0,0.048,0,1,0,1,0,0,0,1,0,1,114
14112532,998,0,0,4,0,6.853,4.694,7.106,6.65,0.083,0,0.048,0,0,1,1,0,0,1,0,0,1,114
14112532,999,0,0,4,0,6.913,4.693,7.106,6.65,0,0,0.048,0,0,0,0,0,0,0,0,0,1,114
14112532,1000,0,0,4,0,6.913,4.704,7.058,6.65,0,0,0,0,0,0,0,0,0,0,0,0,1,114
14112532,1001,0,0,4,0,7.095,4.723,7.058,6.65,0,0,0,0,0,0,1,0,0,0,1,0,1,114
14112532,1002,0,0,4,0,7.024,4.723,7.058,6.65,1.199,0,0,0,1,0,0,0,1,0,0,0,1,114
14112532,1003,0,0,4,0,7.198,4.723,7.058,6.65,0.974,0,0,0,0,0,0,0,0,0,0,0,1,114
14112532,1004,0,0,4,0,7.198,4.723,7.058,6.65,0.811,0,0,0,0,0,0,0,0,0,0,0,1,114
14112532,1005,0,0,4,0,7.198,4.723,7.058,6.65,1.217,0,0,0,0,0,1,0,0,0,1,0,1,114
14112532,1006,0,0,4,0,7.195,4.8,7.106,6.65,0.19,0.073,0,0,0,1,0,0,0,1,0,0,1,114
14112532,1007,0,0,4,0,7.405,4.811,7.511,6.69,0.106,0.168,0,0,0,1,0,0,1,0,0,0,1,114
14112532,1008,0,0,4,0,7.503,4.841,7.803,6.79,0.063,0.192,0,0,0,1,0,0,0,0,0,0,1,114
14112532,1009,0,0,4,0,7.279,4.841,7.789,6.79,0.684,0.168,0,0,1,0,0,0,1,0,0,0,1,114
14112532,1010,0,0,4,0,7.216,4.955,7.783,6.79,0.932,0.148,0.391,0,0,0,1,0,0,0,1,0,1,114
14112532,1011,0,0,4,0,7.219,4.854,7.783,6.79,0.206,0.168,0.391,0,0,1,0,0,0,1,0,0,1,114
14112532,1012,0,0,4,0,7.44,4.851,7.763,6.79,0,0.192,0.119,0,1,1,0,0,1,0,0,0,1,114
14112532,1013,0,0,4,0,7.44,4.925,7.803,6.79,0,0.155,0,0,0,0,0,0,0,0,0,0,1,114
14112532,1014,0,0,4,0,7.2,4.828,7.803,6.79,0.425,0,0,0,1,1,0,0,1,1,0,0,1,114
14112532,1015,0,0,4,0,7.2,4.828,7.803,6.79,0.532,0,0,0,1,1,0,0,0,0,0,0,1,114
14112532,1016,0,0,4,0,7.2,4.828,7.803,6.79,0.425,0,0,0,1,0,1,0,0,0,1,0,1,114
14112532,1017,0,0,4,0,7.2,4.824,7.803,6.79,0.532,0.157,0,0,1,1,0,0,0,1,0,0,1,114
14112532,1018,0,0,4,0,7.6,4.827,7.803,6.79,0,0.144,0,0,1,1,0,0,1,1,0,0,1,114
14112532,1019,0,0,4,0,7.64,4.827,7.803,6.79,0,0.144,0,0,1,0,0,0,0,0,0,0,1,114
14112532,1020,0,0,4,0,7.64,4.827,7.803,6.79,0,0.191,0,0,0,0,0,0,0,0,0,0,1,114
14112532,1021,0,0,4,0,7.64,4.861,7.764,6.79,0,0.018,0.06,0,0,0,0,0,0,0,0,0,1,114
14112532,1022,0,0,4,0,7.769,5.028,7.803,6.79,0.142,0,0,0,1,0,0,0,1,0,0,0,1,114
14112532,1023,0,0,4,0,7.769,5.028,7.803,6.79,0,0,0,0,1,1,0,0,1,1,0,0,1,114
14112532,1024,0,0,4,0,7.769,5.028,7.803,6.79,0.142,0,0,0,1,1,0,0,0,0,0,0,1,114
14112532,1025,0,0,4,0,7.769,5.028,7.803,6.79,0.171,0,0,0,1,0,0,0,0,0,0,0,1,114
14112532,1026,0,0,4,0,7.769,5.028,7.803,6.79,0.122,0,0,0,0,0,0,0,0,0,0,0,1,114
14112532,1027,0,0,4,0,7.769,5.019,7.803,6.79,0.122,0.336,0,0,0,1,0,0,0,1,0,0,1,114
14112532,1028,0,0,4,0,7.769,5.019,7.803,6.79,0.122,0.448,0,0,0,1,0,0,0,0,0,0,1,114
14112532,1029,0,0,4,0,7.769,5.019,7.803,6.79,0.122,0.336,0,0,1,0,0,0,1,0,0,0,1,114
14112532,1030,0,0,4,0,7.769,5.019,7.803,6.79,0.171,0.336,0,0,1,0,0,0,0,0,1,0,1,114
14112532,1031,0,0,4,0,7.769,5.027,7.803,6.79,0.142,0.201,0,0,0,0,1,0,0,0,1,0,1,114
14112532,1032,0,0,4,0,7.769,5.028,7.803,6.79,0.142,0,0,0,0,1,1,0,0,1,1,0,1,114
14112532,1033,0,0,4,0,7.647,5.028,7.803,6.79,0,0,0,0,0,1,0,0,0,1,0,0,1,114
14112532,1034,0,0,4,0,7.647,5.028,7.803,6.79,0,0,0,0,0,1,0,0,0,0,0,0,1,114
14112532,1035,0,0,4,0,7.647,5.028,7.803,6.79,0,0,0,0,1,0,0,0,1,0,0,0,1,114
14112532,1036,0,0,4,0,7.647,5.028,7.803,6.79,0,0,0,0,1,0,1,0,0,0,1,0,1,114
14112532,1037,0,0,4,0,7.647,5.028,7.803,6.79,0,0,0,0,0,1,1,0,0,1,0,0,1,114
14112532,1038,0,0,4,0,7.647,5.028,7.803,6.79,0,0,0,0,1,1,0,0,1,0,0,0,1,114
14112532,1039,0,0,4,0,7.647,5.028,7.803,6.79,0,0,0,0,1,0,0,0,0,0,0,0,1,114
14112532,1040,0,0,4,0,7.647,4.936,7.803,6.79,0,0,0,0,0,0,0,0,0,1,0,0,1,114
14118372,926,0,0,4,0,7.064,4.121,7.017,6.011,0,0,0,0.361,1,0,0,0,1,0,0,0,1,150
14118372,927,0,0,4,0,7.064,4.121,7,5.99,0,0,0.061,0,1,0,1,0,0,0,1,0,1,150
14118372,928,0,0,4,0,7.064,4.121,7.028,5.93,0,0,0.615,0,1,0,1,0,0,0,1,0,1,150
14118372,929,0,0,4,0,7.064,4.121,6.971,5.81,0,0,0.03,0,0,0,0,0,0,0,0,0,1,150
14118372,930,0,0,4,0,7.064,4.121,7.017,5.825,0,0,0,0,0,1,0,0,0,1,0,0,1,150
14118372,931,0,0,4,0,7.064,4.121,7.017,5.875,0,0,0,0,0,1,0,0,0,0,0,0,1,150
14118372,932,0,0,4,0,7.064,4.121,7.017,5.71,0,0.073,0.09,0,0,1,1,1,0,0,1,1,1,150
14118372,933,0,0,4,0,7.064,4.121,7.014,5.99,0,0,0,0,0,0,1,1,0,0,0,0,1,150
14118372,934,0,0,4,0,7.064,4.121,7.014,5.907,0,0,0,0,0,0,0,0,0,0,0,0,1,150
14118372,935,0,0,4,0,7.064,4.121,7.014,5.943,0,0,0,0,0,0,0,0,0,0,1,0,1,150
14118372,936,0,0,4,0,7.064,4.121,7.014,5.94,0,0,0,0,1,0,0,0,1,0,0,0,1,150
14118372,937,0,0,4,0,7.064,4.122,7.014,5.937,0,0,0,0,0,0,0,0,0,0,0,0,1,150
14118372,938,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,0,0,0,0,0,0,0,0,1,150
14118372,939,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,0,0,0,0,0,0,0,0,1,150
14118372,940,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,0,0,1,0,0,0,1,0,1,150
14118372,941,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,1,0,1,0,1,0,0,0,1,150
14118372,942,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,0,0,0,0,0,0,0,0,1,150
14118372,943,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,0,1,0,0,0,1,0,0,1,150
14118372,944,0,0,4,0,7.064,4.125,7.014,5.99,0.088,0.073,0,0,1,1,0,0,0,0,1,0,1,150
14118372,945,0,0,4,0,7.064,4.125,7.014,5.99,0,0,0,0,1,0,1,0,0,0,1,0,1,150
14118372,946,0,0,4,0,7.064,4.125,7.014,6,0,0,0,0,0,0,1,0,0,0,0,0,1,150
14118372,947,0,0,4,0,7.064,4.125,7.014,6.59,0,0,0,0,0,1,0,0,0,1,0,0,1,150
14118372,948,0,0,4,0,7.064,4.125,7.014,6.59,0.245,0,0,0,1,1,0,0,1,0,0,0,1,150
14118372,949,0,0,4,0,7.071,4.125,7.014,6.59,0.265,0,0,0,1,0,1,0,0,0,1,0,1,150
